ID,EID,Original_Sentence,Modal_Verb,Marked_Sentence_English,Marked_Sentence_Japanese,Source_Modal,Tested_Modal,Transformation_Strategy,Transformation_Category,Palmer_Annotations,Quirk_Annotations,Palmer_Expected,Quirk_Expected,Grammaticality_Expected,Completed,Annotation_Notes,Grammaticality_Explanation,Repair_Status
5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3_alt_could,5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3,I get it.. but you know life really is too short.. i think you should try to reach out! Do it!:),could,I get it.. but you know life really is too short.. i think you *could* try to reach out! Do it!:),"",should,could,advice_to_ability_substitution,substitution,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'could'. Strategy: advice_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal *could* is correctly used after the subject *you* and is followed by the base form *try*, forming a standard modal construction for a suggestion. No agreement or placement errors are present.",""
5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3_alt_may,5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3,I get it.. but you know life really is too short.. i think you should try to reach out! Do it!:),may,I get it.. but you know life really is too short.. i think you *may* try to reach out! Do it!:),"",should,may,advice_to_permission,entailment,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'may'. Strategy: advice_to_permission. Please verify grammaticality and classify modal categories.,"The modal *may* is correctly used after the subject *you* and is followed by the base form *try*. It expresses a suggestion/permission in the clause ""you may try to reach out,"" which is grammatically acceptable.",""
5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3_alt_might,5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3,I get it.. but you know life really is too short.. i think you should try to reach out! Do it!:),might,I get it.. but you know life really is too short.. i think you *might* try to reach out! Do it!:),"",should,might,advice_to_possibility,entailment,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'might'. Strategy: advice_to_possibility. Please verify grammaticality and classify modal categories.,"The modal *might* is correctly used with the base form *try* and the subject *you*, forming a grammatically acceptable clause: ""you might try to reach out.""",""
5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3_alt_must,5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3,I get it.. but you know life really is too short.. i think you should try to reach out! Do it!:),must,I get it.. but you know life really is too short.. i think you *must* try to reach out! Do it!:),"",should,must,advice_to_necessity,entailment,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'must'. Strategy: advice_to_necessity. Please verify grammaticality and classify modal categories.,"The modal *must* is correctly used with the subject *you* and the base form *try*, forming a standard modal clause of obligation. No agreement or placement errors are present.",""
5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3_alt_shall,5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3,I get it.. but you know life really is too short.. i think you should try to reach out! Do it!:),shall,I get it.. but you know life really is too short.. i think you *shall* try to reach out! Do it!:),"",should,shall,advice_to_obligation_substitution,substitution,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'shall'. Strategy: advice_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly formed and placed after the subject *you* in the clause *you shall try*. While *shall* is less common with second‑person subjects in contemporary English (where *will* is preferred), its use here is still grammatically acceptable.",""
5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3_alt_will,5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3,I get it.. but you know life really is too short.. i think you should try to reach out! Do it!:),will,I get it.. but you know life really is too short.. i think you *will* try to reach out! Do it!:),"",should,will,advice_to_prediction_substitution,substitution,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'will'. Strategy: advice_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"The modal 'will' is correctly used with the subject 'you' and the base verb 'try' to express a future intention, and its placement and agreement are appropriate.",""
5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3_alt_would,5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3,I get it.. but you know life really is too short.. i think you should try to reach out! Do it!:),would,I get it.. but you know life really is too short.. i think you *would* try to reach out! Do it!:),"",should,would,advice_to_conditional_substitution,substitution,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'would'. Strategy: advice_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly used in the subordinate clause ""I think you would try to reach out"", with proper form, placement, and subject agreement.",""
5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3_alt_ought_to,5aef6892a1572170f6f53f57c245a11365cd95547829c381050a08b656cd8df3,I get it.. but you know life really is too short.. i think you should try to reach out! Do it!:),ought to,I get it.. but you know life really is too short.. i think you *ought to* try to reach out! Do it!:),"",should,ought to,advice_paraphrase,substitution,"[""deontic"", ""deontic"", ""deontic""]","[""obligation"", ""obligation"", ""obligation""]",unknown,unknown,yes,0,Modal substitution: 'should' → 'ought to'. Strategy: advice_paraphrase. Please verify grammaticality and classify modal categories.,"The modal phrase ""ought to"" is correctly formed, placed after the subject ""you"", and agrees with the subject. The clause ""you ought to try to reach out"" is a standard, grammatical construction.",""
054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca_orig,054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca,I am doing a drink a paint session this weekend. I can not wait. It is goin to be fun!,can,I am doing a drink a paint session this weekend. I *can* not wait. It is goin to be fun!,"",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.,"",""
054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca_alt_could,054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca,I am doing a drink a paint session this weekend. I can not wait. It is goin to be fun!,could,I am doing a drink a paint session this weekend. I *could* not wait. It is goin to be fun!,"",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.,The modal 'could' is correctly used in the past modal sense to express inability or inability to wait.,""
054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca_alt_may,054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca,I am doing a drink a paint session this weekend. I can not wait. It is goin to be fun!,may,I am doing a drink a paint session this weekend. I *may* not wait. It is goin to be fun!,"",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.,"",""
054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca_alt_might,054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca,I am doing a drink a paint session this weekend. I can not wait. It is goin to be fun!,might,I am doing a drink a paint session this weekend. I *might* not wait. It is goin to be fun!,"",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.,"",""
054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca_alt_must,054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca,I am doing a drink a paint session this weekend. I can not wait. It is goin to be fun!,must,I am doing a drink a paint session this weekend. I *must* not wait. It is goin to be fun!,"",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.,"The modal 'must' is correctly used with the subject 'I', followed by the negation 'not' and the base form 'wait'.",""
054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca_alt_shall,054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca,I am doing a drink a paint session this weekend. I can not wait. It is goin to be fun!,shall,I am doing a drink a paint session this weekend. I *shall* not wait. It is goin to be fun!,"",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly used in the first‑person future construction ""I shall not wait."" It is grammatical, though somewhat formal or archaic in contemporary usage.",""
054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca_alt_should,054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca,I am doing a drink a paint session this weekend. I can not wait. It is goin to be fun!,should,I am doing a drink a paint session this weekend. I *should* not wait. It is goin to be fun!,"",can,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"",""
054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca_alt_will,054f641748a25ec27b21e04b5f740f5fc64ff03404aefeec42d91986b61933ca,I am doing a drink a paint session this weekend. I can not wait. It is goin to be fun!,will,I am doing a drink a paint session this weekend. I *will* not wait. It is goin to be fun!,"",can,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"The modal *will* is correctly used in the future simple construction ""I will not wait."" It is in the right form, placed after the subject, and agrees with the base verb ""wait.""",""
